ticker,last_date,last_close,atr14,ema50,ema200,avg_dollar_volume,trend,hh_count,hl_count,last_ph_price,last_pl_price,support_type,support_category,support_price,zone_low,zone_high,pivot_date
MU,2026-09-04,1016.59,54.8403,921.1881,676.1201,26147813367.0,none,2,1,1036.13,887.605,breakout_retest,monitor,1011.77,998.0599,1025.4801,2026-07-23
SNDK,2026-09-04,1740.0,129.9014,1522.9328,1120.4432,20612804550.0,none,2,1,1827.99,1416.56,breakout_retest,monitor,1696.37,1663.8947,1728.8453,2026-07-23
LITE,2026-09-04,881.255,66.8105,847.1432,693.0197,4100652126.0,uptrend,2,1,970.32,784.47,higher_low,primary,784.47,767.7674,801.1726,2026-08-24
FSLY,2026-09-04,20.59,1.7309,22.5447,18.9395,131152275.0,uptrend,1,3,25.36,22.3,higher_low,primary,22.3,21.8673,22.7327,2026-08-20
AUGO,2026-09-04,84.91,4.7018,74.0923,66.4861,78579220.0,none,1,1,90.64,48.05,breakout_retest,monitor,68.01,66.8346,69.1854,2026-07-06
MRP,2026-09-04,32.02,0.581,29.7763,29.7214,29155262.0,none,1,1,29.89,27.71,breakout_retest,monitor,29.89,29.7448,30.0352,2026-07-17
DAR,2026-09-04,65.19,2.8353,62.6344,54.2116,174481021.0,uptrend,2,2,69.9758,58.96,higher_low,primary,58.96,58.2512,59.6688,2026-08-25
DAN,2026-09-04,32.04,1.0745,29.8233,28.97,44773611.0,none,2,2,31.93,26.085,breakout_retest,monitor,31.93,31.6614,32.1986,2026-08-21
PBF,2026-09-04,74.34,4.0118,64.3321,48.2311,191953521.0,uptrend,3,3,75.68,63.95,higher_low,primary,63.95,62.947,64.953,2026-08-26
SKM,2026-09-04,38.7,1.3648,36.3044,32.0275,73553673.0,none,1,1,41.01,32.8401,breakout_retest,monitor,35.86,35.5188,36.2012,2026-08-06
PARR,2026-09-04,81.32,4.5402,73.9454,59.4492,70110466.0,uptrend,2,2,83.7199,72.09,higher_low,primary,72.09,70.955,73.225,2026-08-20
GPRE,2026-09-04,15.45,0.8293,15.6696,14.5292,24427774.0,none,1,1,16.58,13.425,breakout_retest,monitor,15.38,15.1727,15.5873,2026-06-22
INTC,2026-09-04,95.8,5.1154,97.5887,80.8891,9277202728.0,none,1,1,93.7,85.14,breakout_retest,monitor,93.7,92.4212,94.9788,2026-08-28
LYG,2026-09-04,6.08,0.1043,5.9602,5.5303,67577508.0,none,1,2,6.09,5.8301,breakout_retest,monitor,5.5399,5.5138,5.566,2026-05-29
NESR,2026-09-04,34.75,1.5209,31.1033,24.2425,76792947.0,uptrend,1,2,35.47,32.05,higher_low,primary,32.05,31.6698,32.4302,2026-08-21
THG,2026-09-04,228.38,4.242,219.7294,197.8709,60101660.0,none,2,2,230.155,217.0,breakout_retest,monitor,226.38,225.3195,227.4405,2026-08-17
BTSG,2026-09-04,60.73,2.4849,62.0516,52.5232,135189215.0,none,2,2,63.14,56.43,breakout_retest,monitor,45.59,44.9688,46.2112,2026-03-25
SSRM,2026-09-04,37.15,1.6908,32.6004,28.8773,94001348.0,none,1,1,39.425,24.17,breakout_retest,monitor,28.74,28.3173,29.1627,2026-07-22
NWG,2026-09-04,18.94,0.3027,18.2342,16.8923,47554393.0,none,2,2,18.9,18.16,breakout_retest,monitor,18.9,18.8243,18.9757,2026-08-25
AGRO,2026-09-04,11.77,0.5126,10.6389,10.4067,10109079.0,none,2,2,11.5452,10.61,breakout_retest,monitor,11.5452,11.4171,11.6733,2026-08-24
BAP,2026-09-04,382.53,10.4209,377.1006,342.8604,112179922.0,none,2,2,385.97,365.58,breakout_retest,monitor,354.41,351.8048,357.0152,2026-05-27
DK,2026-09-04,71.86,4.0369,63.4263,49.2534,112156239.0,none,2,1,72.0,56.34,breakout_retest,monitor,68.7799,67.7707,69.7891,2026-07-31
CFG,2026-09-04,70.78,1.4887,70.3651,64.4092,209994952.0,none,3,2,75.33,69.2984,breakout_retest,monitor,64.025,63.6528,64.3972,2026-05-26
RELY,2026-09-04,26.17,1.1396,24.4244,20.1948,85632213.0,none,2,3,26.8217,24.3523,breakout_retest,monitor,25.75,25.4651,26.0349,2026-07-16
AIR,2026-09-04,126.54,5.204,134.2391,117.4823,50035211.0,uptrend,2,2,154.0,131.265,higher_low,primary,131.265,129.964,132.566,2026-08-21
CNC,2026-09-04,67.04,2.1354,64.2864,53.4464,242027881.0,none,1,1,67.68,63.42,breakout_retest,monitor,66.55,66.0162,67.0838,2026-06-09
GRDN,2026-09-04,40.77,1.6069,39.2389,35.9599,15009157.0,none,2,1,47.02,37.03,breakout_retest,monitor,39.62,39.2183,40.0217,2026-04-27
TAL,2026-09-04,12.4,0.4047,11.3473,10.9523,61983081.0,none,2,2,12.325,11.17,breakout_retest,monitor,12.325,12.2238,12.4262,2026-08-19
IFS,2026-09-04,55.74,1.3842,55.6575,50.6578,12517293.0,none,1,1,60.54,53.15,breakout_retest,monitor,50.845,50.4989,51.1911,2026-05-21
HASI,2026-09-04,38.34,1.0754,39.5681,37.3643,43938269.0,uptrend,1,3,40.56,38.76,higher_low,primary,38.76,38.4911,39.0289,2026-08-24
DAVE,2026-09-04,380.69,23.0768,355.7166,285.9664,137802434.0,none,2,1,438.23,302.165,breakout_retest,monitor,293.9,288.1308,299.6692,2026-06-01
GNK,2026-09-04,27.65,0.8948,25.686,23.0319,16586736.0,uptrend,2,2,27.76,25.42,higher_low,primary,25.42,25.1963,25.6437,2026-08-28
TILE,2026-09-04,37.24,1.2455,35.7332,31.4987,18867307.0,uptrend,2,3,40.5,31.53,higher_low,primary,31.53,31.2186,31.8414,2026-07-21
FLYW,2026-09-04,18.55,0.7377,17.7373,15.3906,27226573.0,none,3,1,19.73,15.6,breakout_retest,monitor,17.025,16.8406,17.2094,2026-06-01
VLY,2026-09-04,14.025,0.2976,14.2483,13.2541,82512302.0,none,2,2,15.15,14.01,breakout_retest,monitor,13.8,13.7256,13.8744,2026-05-06
XYZ,2026-09-04,82.76,2.9319,79.6288,73.068,341713916.0,uptrend,3,3,86.92,77.23,higher_low,primary,77.23,76.497,77.963,2026-08-12
SBLK,2026-09-04,32.42,0.9008,28.8088,25.0342,46943923.0,uptrend,2,3,31.25,29.42,higher_low,primary,29.42,29.1948,29.6452,2026-08-26
BCH,2026-09-04,42.35,0.9739,40.9746,38.8252,11688298.0,uptrend,2,3,43.14,39.64,higher_low,primary,39.64,39.3965,39.8835,2026-08-13
ASM,2026-09-04,7.33,0.4203,6.8205,6.6153,33682981.0,uptrend,2,1,7.9,6.75,higher_low,primary,6.75,6.6449,6.8551,2026-08-18
LFST,2026-09-04,12.73,0.4592,11.3228,8.7193,50984562.0,uptrend,3,2,12.965,11.915,higher_low,primary,11.915,11.8002,12.0298,2026-08-25
BBVA,2026-09-04,29.51,0.4377,27.3614,24.0706,40910899.0,uptrend,3,3,29.32,24.9,higher_low,primary,24.9,24.7906,25.0094,2026-07-17
INCY,2026-09-04,126.75,3.3877,119.958,106.2648,151194209.0,uptrend,2,3,130.8,121.61,higher_low,primary,121.61,120.7631,122.4569,2026-08-31
